1411383,1425509,1407207,1411073,1420211,1422518,1419733,NaN,1418823,1415737,1411480
1411505,1425513,1405931,1403384,1420140,1423694,1421726,NaN,1414129,1415821,1411491
1411495,1413172,1405035,1403781,1421107,1423726,1419605,NaN,1414107,1415820,1426936
1411384,1408024,1410089,1403899,1419162,1403167,1417329,NaN,1414106,1415911,1413553
1425573,1409684,1409980,1405335,1421081,1422347,1419670,NaN,1414128,NaN,1426924
1413030,1408692,1410056,1401169,1421453,1421610,1419543,NaN,1414853,NaN,1413045
1426244,1409619,1404982,1402423,1419172,1403553,1419817,NaN,1414299,NaN,1427801
1415167,1408758,1404878,1401149,1419417,1423248,1419752,NaN,1414167,NaN,1413554
1426192,1408055,1404881,1405333,1419198,1401876,1422046,NaN,1415666,NaN,1412522
1426195,1409194,1404695,1402863,1420159,1411276,1420186,NaN,1414990,NaN,1413559
1426193,1409622,1404825,1402740,1419382,1403408,NaN,NaN,1414972,NaN,1426420
1426189,1408669,1410107,1402631,1419161,1422325,NaN,NaN,1414155,NaN,1411547
1413556,1409603,1404963,1402062,1419170,1423254,NaN,NaN,1415446,NaN,1413645
1413510,1408718,1410092,1401166,1419396,1422344,NaN,NaN,1418821,NaN,1426344
1426114,1408275,1405199,1404053,1420163,1422460,NaN,NaN,1415699,NaN,1413644
1413526,1408799,1405173,1400988,1421822,1423111,NaN,NaN,1414112,NaN,1426720
1426127,1407775,1405932,1410904,1421681,1423261,NaN,NaN,1414962,NaN,1427012
1426063,1409620,1410102,1401143,1421817,1423237,NaN,NaN,1417303,NaN,1427057
1411641,1408757,1410015,1401908,1421843,1423231,NaN,NaN,1414949,NaN,1427796
1426144,1408651,1410826,1402294,1421875,1423125,NaN,NaN,1415633,NaN,1427053
1426162,1409120,1419230,1402587,1421816,1423275,NaN,NaN,1414059,NaN,1413897
1414398,1409193,1400018,1411084,1421814,1423369,NaN,NaN,1414096,NaN,1412209
1414413,1412950,1407110,1403971,1421894,1422505,NaN,NaN,1414886,NaN,1413835
1414411,1409343,1419366,1405511,1421974,1422242,NaN,NaN,1415045,NaN,1413830
1411639,1408041,1407271,1400744,1420998,1423354,NaN,NaN,1415047,NaN,1426269
1411638,1407515,1419149,1400665,1421684,1423285,NaN,NaN,1415027,NaN,1426280
1414420,1411369,1419111,1402827,NaN,1401364,NaN,NaN,1414982,NaN,1411644
1426066,1405823,1419150,1401752,NaN,1421091,NaN,NaN,1413118,NaN,1411900
1413750,1408270,1405061,1402866,NaN,1421096,NaN,NaN,1414295,NaN,1416000
1414422,1408694,1410020,1402643,NaN,1421250,NaN,NaN,1414969,NaN,1426308
1414417,1408682,1419128,1403678,NaN,1405551,NaN,NaN,1415637,NaN,1426843
1414437,1409096,1404996,1401404,NaN,1423159,NaN,NaN,1415086,NaN,1426895
1413981,1405766,1407157,1410986,NaN,1423358,NaN,NaN,1417311,NaN,1412357
1414606,1408704,1405019,1403509,NaN,1423344,NaN,NaN,1413103,NaN,1413809
1414431,1408395,1419363,1402606,NaN,1423324,NaN,NaN,1414963,NaN,1413811
1414762,1412948,1419354,1402081,NaN,1423281,NaN,NaN,1417293,NaN,1415684
1413988,1408834,1404691,1405282,NaN,1423233,NaN,NaN,1418161,NaN,1413807
1414235,1408674,1404818,1402688,NaN,1424177,NaN,NaN,1418531,NaN,1413878
1417254,1412984,1419052,1400812,NaN,1421886,NaN,NaN,1414880,NaN,1413766
1417583,1409211,1419158,1402375,NaN,1423477,NaN,NaN,1417282,NaN,1415671
1415156,1410778,1405085,1401507,NaN,1423456,NaN,NaN,1415010,NaN,1413873
1414040,1425480,1419091,1401660,NaN,1421873,NaN,NaN,1418855,NaN,1426897
1417178,1409368,1419110,1411116,NaN,NaN,NaN,NaN,1417653,NaN,1413966
1414738,1409656,1404800,1405553,NaN,NaN,NaN,NaN,1415000,NaN,1412171
1414851,1408269,1405048,1402065,NaN,NaN,NaN,NaN,1414999,NaN,1427104
1414022,1409098,1404636,1400981,NaN,NaN,NaN,NaN,1416013,NaN,1411578
1414161,1409029,1405088,1402638,NaN,NaN,NaN,NaN,1417858,NaN,1411755
1417177,1408346,1405613,1403121,NaN,NaN,NaN,NaN,1417842,NaN,1412421
1414164,1407883,1405029,1402535,NaN,NaN,NaN,NaN,1417734,NaN,1412198
1414725,1425475,NaN,1401646,NaN,NaN,NaN,NaN,1413105,NaN,1411648
1417898,1408845,NaN,1405405,NaN,NaN,NaN,NaN,1418708,NaN,1412243
1418645,1410796,NaN,1403317,NaN,NaN,NaN,NaN,1418063,NaN,1427111
1414269,1408919,NaN,1401026,NaN,NaN,NaN,NaN,1417860,NaN,1411615
1417609,1408777,NaN,1402443,NaN,NaN,NaN,NaN,1417883,NaN,1411720
1414024,1409635,NaN,1401133,NaN,NaN,NaN,NaN,1417531,NaN,1411831
1417611,1425471,NaN,1400569,NaN,NaN,NaN,NaN,1418047,NaN,1414077
1417025,1305081,NaN,1401499,NaN,NaN,NaN,NaN,1418411,NaN,1412234
1413777,1407858,NaN,1400780,NaN,NaN,NaN,NaN,1416036,NaN,1412450
1416841,1405794,NaN,1405276,NaN,NaN,NaN,NaN,1417283,NaN,1411685
1415154,1408708,NaN,1400921,NaN,NaN,NaN,NaN,1417744,NaN,1411764
1416214,1408678,NaN,1401623,NaN,NaN,NaN,NaN,1415601,NaN,1411759
1418646,1410770,NaN,1405687,NaN,NaN,NaN,NaN,1415458,NaN,1411706
1418648,1409595,NaN,1400538,NaN,NaN,NaN,NaN,1418815,NaN,1411826
1418040,1407776,NaN,1401972,NaN,NaN,NaN,NaN,1415474,NaN,1415369
1418639,1408602,NaN,1400145,NaN,NaN,NaN,NaN,1417877,NaN,1415379
1418651,1409614,NaN,1404357,NaN,NaN,NaN,NaN,1417529,NaN,1415378
1418545,1408724,NaN,1401064,NaN,NaN,NaN,NaN,1418167,NaN,1412331
1416755,1407952,NaN,1411071,NaN,NaN,NaN,NaN,1417374,NaN,1412281
1418671,1408981,NaN,1400370,NaN,NaN,NaN,NaN,1417270,NaN,1416060
1418667,1409223,NaN,1401866,NaN,NaN,NaN,NaN,1417274,NaN,1412282
1418819,1405727,NaN,1402022,NaN,NaN,NaN,NaN,1417451,NaN,1415367
1416097,1408719,NaN,1403045,NaN,NaN,NaN,NaN,1417242,NaN,1415398
1416276,1409093,NaN,1401948,NaN,NaN,NaN,NaN,1418859,NaN,1411977
1418658,1412954,NaN,1401451,NaN,NaN,NaN,NaN,1417292,NaN,1411823
1418657,1409549,NaN,1405540,NaN,NaN,NaN,NaN,1418820,NaN,1415368
1416234,1409617,NaN,1401798,NaN,NaN,NaN,NaN,1417421,NaN,1411704
1417566,1405765,NaN,1401049,NaN,NaN,NaN,NaN,1418422,NaN,1411697
1418673,1408847,NaN,1400432,NaN,NaN,NaN,NaN,1418069,NaN,1412280
1414289,1408937,NaN,1401277,NaN,NaN,NaN,NaN,1418408,NaN,1411748
1418041,1408686,NaN,1405516,NaN,NaN,NaN,NaN,1418223,NaN,1412536
1414286,1407977,NaN,1400742,NaN,NaN,NaN,NaN,1417271,NaN,1415987
1418689,1408869,NaN,1400111,NaN,NaN,NaN,NaN,1417438,NaN,1411744
1416191,1407822,NaN,1400875,NaN,NaN,NaN,NaN,1418876,NaN,1416056
1416344,1408911,NaN,1404081,NaN,NaN,NaN,NaN,1417464,NaN,1412468
1418712,1409517,NaN,1401173,NaN,NaN,NaN,NaN,1417941,NaN,1412271
1417169,1408734,NaN,1420746,NaN,NaN,NaN,NaN,1418865,NaN,1415319
1417168,1409229,NaN,1401150,NaN,NaN,NaN,NaN,1417491,NaN,1415339
1416269,1407411,NaN,1400506,NaN,NaN,NaN,NaN,1418805,NaN,1412466
1416292,1408781,NaN,1403476,NaN,NaN,NaN,NaN,1418864,NaN,1415979
1417017,1408862,NaN,1400500,NaN,NaN,NaN,NaN,1417081,NaN,1412283
1418829,1408829,NaN,1404193,NaN,NaN,NaN,NaN,1418802,NaN,1415337
1417171,1405724,NaN,1401889,NaN,NaN,NaN,NaN,1418529,NaN,1412443
1416457,1407961,NaN,1403516,NaN,NaN,NaN,NaN,1417268,NaN,1415545
1417022,1409101,NaN,1420747,NaN,NaN,NaN,NaN,1417391,NaN,1411784
1417381,1408993,NaN,1401689,NaN,NaN,NaN,NaN,1417440,NaN,1412460
1418818,1409356,NaN,1400916,NaN,NaN,NaN,NaN,1417078,NaN,1412459
1416316,1405759,NaN,1400764,NaN,NaN,NaN,NaN,1418298,NaN,NaN
1417167,1408593,NaN,1400142,NaN,NaN,NaN,NaN,1417420,NaN,NaN
1416426,1409559,NaN,1423426,NaN,NaN,NaN,NaN,1417288,NaN,NaN
1416456,1408946,NaN,1420776,NaN,NaN,NaN,NaN,1416404,NaN,NaN
1418831,1409678,NaN,1403042,NaN,NaN,NaN,NaN,1417427,NaN,NaN
1419586,1305159,NaN,1401947,NaN,NaN,NaN,NaN,1417356,NaN,NaN
1417077,1409560,NaN,1401733,NaN,NaN,NaN,NaN,1417294,NaN,NaN
1419512,1405750,NaN,1402132,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1420290,1408921,NaN,1401840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1419675,1409174,NaN,1405487,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1419575,1407968,NaN,1401730,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1420291,1305054,NaN,1402692,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1420269,1409210,NaN,1405432,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409022,NaN,1402847,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409504,NaN,1401974,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1410784,NaN,1400822,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409707,NaN,1405503,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407971,NaN,1421533,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408916,NaN,1423420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408276,NaN,1402414,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1413361,NaN,1403988,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409119,NaN,1402333,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1410189,NaN,1401202,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1405851,NaN,1402518,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408064,NaN,1411184,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1305161,NaN,1402554,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1405802,NaN,1420863,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409774,NaN,1402832,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1410795,NaN,1404346,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1412711,NaN,1403870,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408915,NaN,1405533,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409122,NaN,1404084,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1412710,NaN,1404167,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408715,NaN,1423429,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409550,NaN,1402539,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408688,NaN,1402426,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409125,NaN,1404327,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409032,NaN,1420865,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408870,NaN,1402579,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1405753,NaN,1402430,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409570,NaN,1423430,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409118,NaN,1402138,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1412858,NaN,1401615,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409526,NaN,1405569,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409540,NaN,1411213,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409660,NaN,1403563,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1412866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409670,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409510,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1405833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1412862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1412851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1417129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408340,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1408445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1410168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416620,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1407656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1416968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1405869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1409898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
